EventID,Event,Campus,Event Organizer,Description,Prize Pool,Event Date,Keywords,Topics
E204,Quantum Hardware Showcase,RR Campus,QForest,"A showcase featuring the latest developments in quantum hardware. Participants can explore quantum processors, qubits, and other hardware components, gaining insights into the advancements in quantum computing technology.",Quantum Hardware Demonstration,2024-01-15 0:00:00,"['quantum computing', 'techcomputing', 'projects', 'components',  'latest', 'hardware', 'processors', 'computing', 'featuring', 'gaining', 'qubits', 'insights', 'Quantum Computing', 'advancements', 'explore', 'quantum', 'developments', 'showcase', 'technology']","[(1, 0.3886216313825685), (6, 0.207296301125672), (34, 0.3638396524729507)]"
E249,Innovation Summit,RR Campus,TEDxPESU,"Explore groundbreaking innovations at our TEDxPESU Innovation Summit. Hear from pioneers in technology, science, and business as they share their experiences and insights on fostering innovation.",Innovation Recognition Certificates,2024-01-15 0:00:00,"['share', 'tedxpesu', 'innovations', 'academic', 'science', 'experiences', 'hear', 'awareness', 'groundbreaking', 'knowledge', 'business', 'insights', 'fostering', 'explore', 'social', 'technology', 'pioneers', 'innovation', 'summit']","[(1, 0.514533065928725), (11, 0.4408352466545825)]"
E258,Technical Interview Preparation Bootcamp,RR Campus,The Alcoding CLub,"A comprehensive bootcamp preparing participants for technical interviews. The bootcamp covers common coding interview questions, problem-solving techniques, and interview strategies.",Interview Success Guidebooks,2024-01-15 0:00:00,"['common', 'covers',  'strategies', 'solving', 'coding', 'techniques', 'preparing', 'bootcamp', 'questions', 'comprehensive', 'technical', 'interviews', 'algorithms', 'learning', 'problem', 'interview']","[(0, 0.6024936634647371), (11, 0.34463817249601647)]"
E275,Storytelling Workshop,RR Campus,The Grimm Readers,"A workshop on the art of storytelling. Participants will learn techniques for effective storytelling, creating engaging narratives, and captivating an audience through the power of words.",Storytelling Workshop Certificates,2024-01-15 0:00:00,"['audience', 'reader', 'art', 'words', 'engaging', 'narratives', 'effective', 'literature',  'discussions', 'storytelling', 'power', 'book', 'reading', 'workshop', 'techniques',  'captivating', 'readers', 'literary', 'creating', 'community']","[(1, 0.9562639560128383)]"
E285,Theatre Workshop Series,RR Campus,The Nautanki Team,"A series of theatre workshops covering various aspects of theatrical performance. Participants will have the opportunity to enhance their acting skills, stage presence, and understanding of dramatic arts.",Theatre Workshop Certificates,2024-01-15 0:00:00,"['performance', 'stage', 'arts', 'understanding', 'skills', 'aspects', 'comedic',  'workshops', 'acting', 'acts', 'theatrical', 'covering', 'theatre', 'performing', 'enhance',  'presence', 'series', 'various', 'dramatics', 'comedy', 'plays', 'mime', 'dramatic', 'sketches']","[(1, 0.26151113080072436), (9, 0.7025932366644304)]"
E293,Short Film Making Workshop,RR Campus,Through The Lens,"Unleash your creativity! Participate in our Short Film Making Workshop and learn the essentials of crafting a compelling narrative, cinematography, and editing for short films.",Skill Development Certificates,2024-01-15 0:00:00,"['editing', 'participate', 'enthusiasts', 'crafting', 'films', 'cinematography', 'short', 'narrative', 'workshop', 'making',  'film', 'make', 'discuss', 'creativity', 'unleash', 'watch', 'compelling', 'essentials', 'group']","[(5, 0.9510642240721822)]"
E39,Interactive Digital Art Webinar,RR Campus,DSGNR,"An informative webinar exploring the world of digital art. Members will learn about digital art techniques, tools, and trends from expert speakers in the field.",Digital Art Software Licenses,2024-01-18 0:00:00,"['tools', 'field', 'art', 'trends', 'informative', 'world', 'exploring', 'expert', 'design', 'speakers', 'workshops', 'webinar', 'talent', 'artistic', 'techniques',  'creative', 'digital', ]","[(0, 0.9486342759230499)]"
E186,Short Film Collaboration Day,RR Campus,PESU ACTIONCUT,"A collaborative event where participants work together to create short films. Teams will be formed on the spot, and each team will produce a short film by the end of the day.",Collaboration Day Participation Certificates,2024-01-18 0:00:00,"['films', 'the end of the day', 'short', 'produce', 'team',  'shorts', 'collaborative', 'film', 'work', 'talents', 'end', 'teams', 'spot', 'create', 'formed',  'day']","[(0, 0.9559723290438249)]"
E214,The Amateur Scientist Quizzes Series,RR Campus,Quotient Quiz Club,A series of quizzes dedicated to topics related to amateur science. Participants will explore fascinating scientific concepts and discoveries in an accessible and enjoyable format.,Amateur Scientist Quizzes Series Certificates,2024-01-18 0:00:00,"['ieee', 'quizzing', 'quizzes', 'conquiztador', 'discoveries', 'scientific',  'science', 'dedicated', 'topics', 'concepts', 'series', 'quiz', 'fascinating', 'related', 'enjoyable', 'amateur', 'explore', 'format', 'accessible']","[(1, 0.46207774786600314), (88, 0.49217232749883244)]"
E4,Women in Tech Panel Discussion,RR Campus,ACM-W,"A panel discussion featuring successful women in the tech industry. Panelists will share their experiences, insights, and advice, inspiring participants to pursue and excel in technology-related fields.",Networking Opportunities,2024-01-20 0:00:00,"['pursue', 'share', 'fields', 'advice', 'excel', 'research', 'discussion',  'successful', 'discussions', 'experiences', 'inspiring', 'featuring', 'technology', 'panelists', 'insights', 'related', 'seminars', 'women', 'industry', 'coding', 'panel', 'technology']","[(1, 0.960067069024676)]"
E266,Environmental Awareness Workshop,RR Campus,The Changemakers' Society,Learn about pressing environmental issues and sustainable practices at our Environmental Awareness Workshop. Experts will guide you on how to make eco-friendly choices in your daily life.,Awareness Certificates,2024-01-20 0:00:00,"['sustainable', 'eco', 'experts', 'awareness', 'issues', 'life', 'workshop', 'guide',  'daily', 'pressing', 'friendly', 'choices', 'greener', 'social', 'make', 'practices', 'environmental']","[(1, 0.948974623590067)]"
E300,Dance Workshop: Mastering Choreography,RR Campus,Trance,Enhance your dance skills! Participate in our workshop focused on Mastering Choreography. Learn the techniques and nuances of choreographing captivating dance routines.,Skill Development Certificates,2024-01-20 0:00:00,"['choreography', 'choreographing', 'enhance', 'participate', 'talent', 'workshop', 'techniques', 'nuances',  'focused', 'captivating', 'dance', 'Mastering Choreography', 'skills', 'routines', 'mastering', 'rhythmic']","[(0, 0.23231125760460092), (1, 0.5536185231917188), (9, 0.16840524419948968)]"
E314,Poetry Slam Night,RR Campus,Write Angle,"Express yourself through poetry! Participate in our Poetry Slam Night, where poets and spoken word artists share their verses in a vibrant and supportive environment.",Audience Appreciation,2024-01-20 0:00:00,"['write', 'share', 'poets', 'vibrant', 'environment', 'artists', 'spoken', 'literature', 'participate', 'express', 'supportive', 'poetry', 'talent', 'night', 'literary', 'writers', 'slam', 'word', 'verses']","[(34, 0.435851190402992), (52, 0.5153527763375914)]"
E229,Remote Sensing and GIS Seminar,RR Campus,Team Aeolus,A seminar on the applications of remote sensing and Geographic Information Systems (GIS) in the field of aerial robotics. Explore the technology that powers modern aerial systems and its real-world applications.,Seminar Certificates,2024-01-21 0:00:00,"['modern', 'real', 'Geographic Information Systems', 'field', 'GIS', 'aerial', 'world', 'systems', 'gis', 'powers', 'remote', 'aeromodelling', 'sensing', 'information', 'robotics', 'geographic', 'explore', 'seminar', 'applications', 'technology']","[(0, 0.5754934381802871), (1, 0.21818007168958556), (22, 0.1701233480075299)]"
E222,Blood Donation Camp,RR Campus,Rotaract Club of PES University,Contribute to the noble cause of saving lives by participating in our blood donation camp. Let's come together and make a difference in the lives of those in need.,Certificates of Blood Donation,2024-01-22 0:00:00,"['donate',   'contributing', 'camp', 'blood', 'collaboration', 'need', 'local', 'social', 'organizations', 'donation', 'sense', 'healthcare', 'responsible', 'responsibility', 'promoting']","[(1, 0.9425963422697391)]"
E307,Technical Workshop: EV Maintenance,RR Campus,Vega Racing Electric - EV Connect,"Dive into the technical aspects of EVs! Participate in our workshop on Electric Vehicle Maintenance, where experts will guide you through the intricacies of maintaining and optimizing electric vehicles.",Skill Development Certificates,2024-01-25 0:00:00,"['experts', 'evs', 'vehicles', 'participate', 'guide', 'workshop', 'maintenance', 'maintaining', 'electric', 'racing', 'vehicle', 'optimizing', 'technical', 'dive', 'Electric Vehicle Maintenance', 'aspects', 'intricacies', 'Electric Vehicles']","[(13, 0.9553328627093903)]"
E15,Blood Donation Camp,RR Campus,Aikya,"A blood donation camp in collaboration with local healthcare organizations. Participants will have the opportunity to donate blood, contributing to the well-being of those in need and promoting a sense of social responsibility.",Blood Donation Certificates,2024-01-28 0:00:00,"['donate',   'contributing', 'camp', 'blood', 'collaboration', 'need', 'local', 'social', 'organizations', 'donation', 'sense', 'healthcare', 'responsible', 'responsibility', 'promoting']","[(1, 0.9425963422697391)]"
E23,Social Awareness Symposium,RR Campus,CSR CLUB PESU,A symposium addressing key social issues and promoting awareness among the student community. Speakers and discussions will focus on fostering a sense of responsibility and empathy.,Community Engagement Certificates,2024-01-28 0:00:00,"['fostering', 'student', 'addressing', 'issues', 'symposium', 'sustainability', 'empathy', 'speakers', 'discussions', 'social', 'key', 'sense', 'community', 'responsibility', 'focus', 'promoting', 'awareness']","[(1, 0.9489745892522775)]"
E33,Personal Growth Challenge,RR Campus,DHRUVA Forum,"A challenge encouraging participants to set and achieve personal growth goals. The event promotes self-reflection, goal-setting, and continuous improvement in various aspects of life.",Personal Growth Challenge Awards,2024-01-28 0:00:00,"['reflection', 'challenge', 'continuous', 'improvement',  'leaders', 'setting', 'aspects', 'achieve', 'development', 'personality',  'educating', 'growth', 'goals', 'life', 'promotes', 'encouraging', 'personal', 'goal', 'various', 'set',  'self']","[(4, 0.9554584387830984)]"
E50,Space Tech Innovations Expo,RR Campus,Equinox-The Space Club,"An exhibition showcasing innovations in Space Science and Technology. Participants will explore cutting-edge technologies, projects, and research in the field of space exploration.",Tech Innovations Expo Participation Tokens,2024-01-28 0:00:00,"['showcasing', 'edge',  'field', 'Space Science and Technology', 'projects', 'explore', 'exploration', 'innovations', 'research', 'technology', 'space', 'science', 'technology', 'cutting', 'exhibition']","[(0, 0.21217844961537138), (1, 0.7434512380783354)]"
E58,Indie Game Showcase,RR Campus,Game development club,"A showcase featuring indie games developed by students. Participants will present their indie game projects, share insights into the development process, and engage with the gaming community.",Indie Game Showcase Recognition,2024-01-28 0:00:00,"['share', 'projects', 'indie', 'development', 'game',  'design', 'create',  'present', 'featuring', 'community', 'insights', 'games', 'developed', 'gaming', 'process', 'students', 'showcase', 'developers']","[(0, 0.5281890415263114), (1, 0.4274406461673953)]"
E65,Web Development Bootcamp,RR Campus,Google Developer Student Clubs (GDSC),A comprehensive bootcamp covering web development fundamentals. Participants will gain hands-on experience with front-end and back-end technologies using Google tools.,Web Development Toolsets,2024-01-28 0:00:00,"['tools', 'development', 'covering', 'Google', 'google', 'experience',  'Google Developer Student Clubs', 'end', 'developer', 'bootcamp', 'technology', 'web', 'hands', 'using', 'fundamentals', 'gain', 'comprehensive']","[(0, 0.18405702641683336), (1, 0.7757984053060438)]"
E75,DevOps Bootcamp,RR Campus,HackerSpace,"A comprehensive bootcamp covering DevOps principles and practices. Participants will gain hands-on experience in continuous integration, continuous deployment, and collaboration tools.",DevOps Toolsets,2024-01-28 0:00:00,"['tools', 'continuous', 'devops', 'collaboration', 'development',  'integration', 'technical', 'gain', 'covering', 'bootcamp', 'technology', 'hands', 'DevOps', 'principles', 'coding', 'experience', 'deployment', 'comprehensive', 'developers', 'practices']","[(0, 0.44528937395739643), (1, 0.5145660577654805)]"
E85,Robotics Competition: RoboTech,RR Campus,IEEE PESU Student Branch,A robotics competition challenging participants to design and build robots for specific tasks. The event promotes practical application of engineering principles and fosters creativity in robotics.,RoboTech Robotics Trophies,2024-01-28 0:00:00,"['ieee', 'build', 'specific', 'fosters', 'application', 'competition', 'robots',  'design', 'practical', 'technical', 'challenging', 'tasks', 'IEEE', 'promotes', 'robotics', 'creativity', 'principles',  'engineering']","[(0, 0.5254890660719473), (1, 0.43014062162175865)]"
E95,AR and VR in Robotics Showcase,RR Campus,IEEE RAS,A showcase highlighting the applications of Augmented Reality (AR) and Virtual Reality (VR) in robotics. Participants will experience demonstrations and learn about the integration of AR and VR technologies in robotics.,AR/VR Showcase Participation Tokens,2024-01-28 0:00:00,"['highlighting', 'ar', 'AR', 'Robotics and Automation',  'vr', 'Virtual Reality', 'reality', 'integration', 'automation', 'augmented',  'demonstrations', 'robotics', 'experience', 'technology', 'showcase', 'applications', 'virtual']","[(0, 0.9559722844083952)]"
E102,Polyglot Talent Showcase,RR Campus,Linguista!,"A showcase featuring the language talents of participants. Individuals or groups will present performances, skits, or creative expressions that highlight their proficiency in multiple languages.",Talent Showcase Recognition,2024-01-28 0:00:00,"['highlight', 'proficiency', 'language', 'present', 'languages',  'performances', 'talents', 'featuring', 'creative', 'expressions', 'showcase', 'individuals', 'multiple', 'skits', 'groups']","[(0, 0.258657978777116), (1, 0.688652275359162)]"
E109,Coding for Social Impact Hackathon,RR Campus,MahilAI,"A hackathon challenging participants to code solutions that have a positive social impact, with a focus on addressing challenges faced by women. The event promotes coding skills for a cause.",Social Impact Hackathon Prizes,2024-01-28 0:00:00,"['addressing', 'pandemic', 'challenges', 'skills', 'focus',   'use', 'faced', 'hackathon', 'AI', 'leverage', 'challenging', 'way', 'pave', 'ai', 'time', 'promotes', 'end', 'women', 'immemorial', 'solutions', 'cause', 'impact', 'coding', 'battling', 'coding', 'injustice', 'technology', 'social', 'event']","[(0, 0.822718067692495), (7, 0.14754665042483003)]"
E116,DIY Fashion Workshop,RR Campus,Meraki,"A do-it-yourself (DIY) workshop allowing participants to create their own fashion items. The event promotes creativity, sustainability, and a hands-on approach to fashion design.",DIY Fashion Workshop Participation Tokens,2024-01-28 0:00:00,"['approach',  'fashion', 'sustainability', 'DIY', 'design', 'promotes', 'workshop', 'diy', 'create', 'items', 'hands',  'creativity', 'allowing']","[(0, 0.5801706284601927), (90, 0.3542874540337115)]"
E123,Concert in the Park: Symphony Serenade,RR Campus,Music Club of PES,"A concert in the park featuring a symphony serenade. Participants will enjoy an outdoor musical experience with orchestral arrangements, solo performances, and a celebration of musical diversity.",Symphony Serenade Concert Commemorative Tokens,2024-01-28 0:00:00,"['diversity', 'musicians', 'park', 'experience', 'symphony', 'performances', 'musical',  'celebration', 'outdoor', 'featuring', 'arrangements', 'music', 'serenade', 'concert', 'enjoy', 'solo', 'orchestral']","[(6, 0.5457194643862067), (72, 0.39983444263302326)]"
E130,Bharatanatyam Recital: Expressive Elegance,RR Campus,Ninaada,"A Bharatanatyam recital showcasing the expressive elegance of this classical dance form. Participants will witness storytelling through dance, intricate footwork, and emotive expressions.",Expressive Elegance Bharatanatyam Recital Certificates,2024-01-28 0:00:00,"['witness', 'indian', 'showcasing',  'elegance', 'music', 'bharatanatyam', 'storytelling', 'classical', 'emotive', 'form', 'dance', 'expressions', 'intricate', 'recital', 'expressive', 'footwork', 'forum']","[(17, 0.945285921503589)]"
E140,Adjudication Training Session,RR Campus,PES DebSoc,A training session for individuals interested in becoming debate adjudicators. Participants will learn the skills necessary to objectively assess and judge debating competitions.,Adjudication Certifications,2024-01-28 0:00:00,"['judge', 'debate', 'objectively', 'necessary', 'debating',  'adjudicators', 'teach', 'competitions',  'interested', 'session', 'skills', 'individuals', 'training', 'parliamentary', 'assess']","[(1, 0.9425964288003299)]"
E150,Innovation and Business Ideation Workshop,RR Campus,PES Entrepreneurship Cell,"A workshop focusing on generating and refining innovative business ideas. Participants will learn ideation techniques, market research, and the basics of turning ideas into viable business concepts.",Business Ideation Toolkits,2024-01-28 0:00:00,"['focusing', 'entrepreneurship', 'viable',  'turning', 'refining', 'workshop', 'ideas', 'concepts', 'generating',  'business', 'market', 'research', 'ideation', 'techniques', 'basics', 'innovative']","[(0, 0.4697613967586233), (9, 0.47709059427115075)]"
E160,Startup Pitch Day,RR Campus,PES Innovation Lab,"A platform for students to pitch their startup ideas. Participants will present their innovative projects to a panel of judges, receive feedback, and have the opportunity to kickstart their entrepreneurial journey.",Startup Incubation Opportunities,2024-01-28 0:00:00,"['platform', 'projects', 'feedback', 'ideas', 'pitch', 'refine', 'development', 'startup',  'technical', 'pitches', 'present', 'technology', 'receive', 'aspiring', 'entrepreneurs', 'insights', 'coding', 'judges', 'panel', 'developers']","[(1, 0.6437551380024865), (18, 0.31309448092829045)]"
E170,Current Affairs Quiz Night,RR Campus,PES MUN Society,"A quiz night testing participants' knowledge of current affairs and global developments. Questions will cover international news, political events, and key issues around the world.",Quiz Winner Certificates,2024-01-28 0:00:00,"['global', 'law', 'international', 'research', 'testing', 'key', 'world', 'affairs',  'academic', 'policy', 'speaking', 'night', 'quiz', 'knowledge', 'political', 'cover', 'current', 'news', 'issues', 'developments', 'questions', 'india', 'diplomacy', 'events']","[(2, 0.9610059601348283)]"
E180,Code Review Session: Collaborative Critique,RR Campus,PES Open Source,"A code review session where participants collaboratively critique and improve each other's code. This event promotes constructive feedback, code quality improvement, and knowledge sharing.",Collaborative Critique Code Review Session Acknowledgments,2024-01-28 0:00:00,"['improvement', 'Open Source Projects', 'coding',  'projects', 'improve', 'promotes', 'feedback', 'review', 'constructive', 'knowledge', 'collaboratively', 'critique', 'session', 'technical',  'quality', 'sharing']","[(1, 0.7080435031947755), (11, 0.24497578834920083)]"
E195,Aftermovie Creation Contest,RR Campus,Pixelloid,"A contest challenging participants to create aftermovies for campus events. The event encourages creative video editing and storytelling skills, highlighting the club's role in event documentation.",Aftermovie Creation Awards,2024-01-28 0:00:00,"['editing', 'highlighting', 'photography', 'skills', 'role',  'storytelling', 'create', 'aftermovies', 'challenging',  'photo', 'club', 'promos', 'movies', 'creative', 'video', 'campus', 'contest',  'events', 'documentation']","[(1, 0.30989161747925764), (66, 0.6445175766663671)]"
E205,Quantum Cryptography Seminar,RR Campus,QForest,A seminar discussing the principles of quantum cryptography. Participants will learn about quantum key distribution and the potential of quantum technologies in enhancing cybersecurity.,Quantum Cryptography Resources,2024-01-28 0:00:00,"['enhancing', 'cybersecurity', 'principles',  'techcomputing', 'cryptography', 'seminar', 'quantum', 'projects',  'potential', 'technology', 'distribution', 'quantum technologies', 'key', 'discussing', 'Quantum Computing']","[(0, 0.5022959367514637), (6, 0.44733195928817104)]"
E259,Codeathon for Social Impact,RR Campus,The Alcoding CLub,"A codeathon focusing on developing coding solutions for social impact. Participants will work on projects addressing societal challenges, combining coding skills with a focus on making a positive impact.",Social Impact Codeathon Prizes,2024-01-28 0:00:00,"['addressing', 'projects', 'challenges', 'skills', 'societal', 'developing', 'focus',  'codeathon',  'technical', 'combining', 'focusing', 'work', 'making', 'learning', 'impact', 'solutions', 'coding', 'social', 'algorithms']","[(0, 0.9537709172135124)]"
E276,Book Swap and Share Event,RR Campus,The Grimm Readers,An event where participants can bring and exchange books with fellow readers. The event promotes community building and encourages the sharing of literary treasures among book enthusiasts.,Book Swap Participation Tokens,2024-01-28 0:00:00,"['reader', 'literature',  'enthusiasts', 'discussions', 'building', 'bring', 'book', 'exchange', 'treasures',  'reading', 'promotes', 'readers', 'literary', 'community', 'sharing', 'books', 'fellow', 'event']","[(1, 0.36680386529221976), (93, 0.5850815051491506)]"
E286,One-Act Play Competition,RR Campus,The Nautanki Team,"A competition where participants present one-act plays. The event encourages creativity, storytelling, and effective use of dramatic elements in a condensed theatrical format.",One-Act Play Excellence Awards,2024-01-28 0:00:00,"['stage', 'competition', 'comedic', 'effective',  'use', 'one', 'storytelling', 'acts', 'theatrical', 'theatre', 'condensed', 'performing', 'present',  'elements', 'act', 'dramatics', 'creativity', 'comedy', 'plays', 'mime', 'format',  'dramatic', 'sketches']","[(113, 0.9584707369192621)]"
E40,Portfolio Review Session,RR Campus,DSGNR,A session where members can receive constructive feedback on their portfolios. Experienced designers and artists will provide insights to help participants enhance their portfolios.,Professional Development Certificates,2024-02-01 0:00:00,"['art', 'feedback', 'help', 'artists',  'design', 'workshops', 'provide', 'enhance', 'talent', 'artistic', 'constructive', 'creative', 'receive', 'insights', 'portfolios',  'session', 'designers', 'experienced']","[(1, 0.9516601609002412)]"
E187,Film Screening Night: Member Showcases,RR Campus,PESU ACTIONCUT,"A night dedicated to screening short films created by club members. This event allows members to share their work, receive feedback, and celebrate their achievements.",Member Showcases Recognition,2024-02-01 0:00:00,"['created',  'films', 'share', 'short', 'shorts', 'talents', 'work', 'night', 'feedback', 'club', 'allows', 'achievements', 'screening', 'receive',  'dedicated', 'celebrate']","[(0, 0.5631224472073019), (11, 0.3840093885602259)]"
E215,IEEE Tech Quiz Challenge,RR Campus,Quotient Quiz Club,"A tech-centric quiz challenge organized in collaboration with IEEE. Participants will face questions related to the latest technologies, innovations, and developments in the tech industry.",IEEE Tech Quiz Challenge Awards,2024-02-01 0:00:00,"['ieee', 'challenge', 'quizzing', 'face', 'conquiztador', 'innovations', 'collaboration',  'latest', 'IEEE', 'quiz', 'technology', 'related', 'industry', 'questions', 'organized', 'technology', 'developments', 'centric']","[(0, 0.40837208043681433), (1, 0.5472576072568921)]"
E5,AI for Beginners Workshop,RR Campus,ACM-W,"A beginner-friendly workshop introducing the basics of artificial intelligence. Participants will gain hands-on experience with AI tools and applications, fostering an understanding of this rapidly evolving field.",AI Learning Resources,2024-02-02 0:00:00,"['tools', 'field', 'beginner', 'friendly', 'understanding', 'research', 'introducing',  'intelligence', 'artificial', 'discussions', 'basics', 'gain', 'AI', 'ai', 'workshop', 'technology', 'hands', 'seminars', 'women', 'fostering', 'rapidly', 'experience', 'coding', 'evolving', 'applications', 'technology']","[(0, 0.7529456398446488), (1, 0.21583080705092134)]"
E243,Rangoli and Dance Fusion,RR Campus,Team Sanskrithi,"Combine the art of Rangoli with the grace of dance in this unique fusion event. Participants will create vibrant Rangoli designs, followed by dance performances inspired by the colors and patterns.",Creative Expression Certificates,2024-02-02 0:00:00,"['designs', 'art', 'vibrant', 'patterns', 'followed', 'combine', 'fusion',  'unique', 'rangoli', 'dance', 'create', 'Rangoli', 'contemporary', 'performances', 'grace', 'inspired',  'colors', 'indian']","[(37, 0.9479295934565971)]"
E236,Choreography Masterclass,RR Campus,Team Encore,"A masterclass on dance choreography, focusing on the techniques and creativity behind crafting compelling dance routines. Learn from experienced choreographers and enhance your dance skills.",Participation Certificates,2024-02-04 0:00:00,"['choreography', 'choreographers', 'street', 'focusing', 'enhance', 'masterclass', 'western', 'techniques',  'compelling', 'routines', 'dance', 'skills', 'experienced', 'creativity', 'afro', 'crafting']","[(1, 0.9459731155355293)]"
E223,Environmental Awareness Seminar,RR Campus,Rotaract Club of PES University,A seminar focused on raising awareness about environmental issues and promoting sustainable practices. Learn about the importance of environmental conservation and how you can make a positive impact.,Certificates of Participation,2024-02-05 0:00:00,"[ 'sustainable', 'impact', 'raising', 'service', 'awareness', 'importance', 'issues', 'seminar',  'focused', 'conservation', 'social', 'make', 'Social Service', 'practices', 'promoting', 'environmental']","[(1, 0.9489745615085676)]"
E16,Empowerment Seminar for Youth,RR Campus,Aikya,"A seminar addressing various aspects of personal and professional empowerment for young individuals. Participants will gain insights into self-improvement, goal-setting, and building a positive mindset.",Empowerment Seminar Recognition,2024-02-10 0:00:00,"['improvement', 'addressing', 'young', 'setting', 'aspects',   'building', 'responsible', 'empowerment', 'gain', 'mindset', 'professional', 'personal', 'goal', 'various', 'insights', 'seminar', 'social', 'individuals', 'self']","[(1, 0.399802309700994), (4, 0.555279262393466)]"
E24,Sustainable Lifestyle Challenge,RR Campus,CSR CLUB PESU,"A month-long challenge encouraging members to adopt sustainable lifestyle practices. Participants will earn points for eco-friendly actions, leading to prizes for the most sustainable individuals.",Sustainable Living Kits,2024-02-10 0:00:00,"['lifestyle', 'sustainable', 'challenge', 'points', 'sustainability', 'friendly', 'adopt',  'awareness', 'encouraging', 'eco', 'earn', 'leading',   'month-long', 'actions', 'long', 'social', 'individuals', 'practices', 'month']","[(1, 0.3510614097677092), (33, 0.6034055495491243)]"
E34,Effective Communication Workshop,RR Campus,DHRUVA Forum,A workshop focusing on effective communication skills. Participants will learn and practice communication techniques to express themselves confidently and engage effectively with others.,Communication Workshop Certificates,2024-02-10 0:00:00,"['development', 'personality',   'focusing', 'effective',  'communication', 'confidently', 'leaders', 'practice', 'workshop', 'techniques',  'express', 'effectively', 'educating', 'skills']","[(1, 0.9387694850871864)]"
E51,Space Quiz Challenge,RR Campus,Equinox-The Space Club,"A quiz challenge covering various aspects of space science, astronomy, and space technology. Participants will compete individually or in teams, testing their knowledge about the vast universe.",Space Quiz Challenge Trophies,2024-02-10 0:00:00,"['individually', 'challenge', 'compete', 'covering',  'Space Science and Technology', 'vast', 'quiz', 'knowledge', 'teams', 'astronomy', 'space', 'science', 'testing', 'technology', 'various', 'aspects', 'universe']","[(1, 0.552725547722892), (2, 0.4047361551955169)]"
E59,Esports Tournament: GameArena,RR Campus,Game development club,"An esports tournament featuring popular multiplayer games. Participants will compete in teams or individually, showcasing their gaming skills and fostering a sense of camaraderie within the gaming community.",GameArena Esports Trophies,2024-02-10 0:00:00,"['compete', 'skills', 'multiplayer', 'camaraderie', 'showcasing',  'design', 'create', 'teams', 'individually', 'sense', 'featuring', 'esports', 'community', 'popular', 'fostering', 'games', 'gaming', 'developers', 'tournament']","[(0, 0.33780112566314824), (1, 0.25995705618586457), (37, 0.3606232453888291)]"
E66,Machine Learning Showcase,RR Campus,Google Developer Student Clubs (GDSC),A showcase event highlighting projects and applications in machine learning. Participants will explore the latest trends and advancements in machine learning technologies.,ML Tool Licenses,2024-02-10 0:00:00,"['advancements', 'Google', 'machine', 'highlighting', 'Google Developer Student Clubs',  'explore', 'projects', 'trends', 'latest', 'developer', 'showcase', 'technology', 'applications',  'learning']","[(0, 0.23452407132777056), (1, 0.7186405990155866)]"
E76,Capture The Flag (CTF) Cybersecurity Challenge,RR Campus,HackerSpace,A cybersecurity challenge where participants engage in a simulated environment to solve security-related tasks and capture flags. Prizes will be awarded to the top cybersecurity enthusiasts.,Cybersecurity Certifications,2024-02-10 0:00:00,"['challenge', 'environment', 'solve', 'development',  'enthusiasts', 'security', 'capture', 'technical', 'cybersecurity',  'simulated', 'tasks', 'technology', 'related', 'awarded', 'coding',  'flags', 'developers']","[(1, 0.9489745847258401)]"
E86,IoT Hackathon: Connect-a-Thon,RR Campus,IEEE PESU Student Branch,"A hackathon focusing on the Internet of Things (IoT). Participants will work on IoT projects, showcasing their skills in developing innovative solutions for real-world challenges.",Connect-a-Thon IoT Prizes,2024-02-10 0:00:00,"['ieee', 'real', 'projects', 'challenges', 'skills', 'world', 'innovative', 'developing', 'showcasing',  'hackathon', 'technical', 'iot', 'focusing', 'IEEE', 'work', 'IoT', 'things', 'solutions', 'internet']","[(0, 0.9537708714954792)]"
E96,Robotics Hackathon: CodeRover,RR Campus,IEEE RAS,"A hackathon focused on robotics programming challenges. Participants will code solutions for real-world robotics problems, competing individually or in teams to showcase their programming skills.",CodeRover Hackathon Prizes,2024-02-10 0:00:00,"['real', 'challenges', 'focused', 'skills', 'world', 'Robotics and Automation',  'programming', 'hackathon', 'teams', 'competing', 'automation', 'individually', 'robotics', 'solutions', 'coding', 'showcase', 'technology', 'problems']","[(0, 0.9559722348890535)]"
E103,Language Quiz Bee,RR Campus,Linguista!,"A quiz competition covering various aspects of languages, linguistics, and cultural nuances. Participants will compete individually or in teams, testing their knowledge and language expertise.",Quiz Bee Trophies,2024-02-10 0:00:00,"['individually', 'compete', 'covering', 'language',  'linguistics', 'nuances', 'quiz', 'knowledge', 'teams', 'testing', 'competition', 'languages', 'expertise', 'various', 'cultural', 'aspects']","[(1, 0.43648697413263904), (100, 0.5097899728838902)]"
E110,Leadership in AI Panel Discussion,RR Campus,MahilAI,"A panel discussion featuring women leaders in the field of AI. Participants will gain insights into leadership roles, career paths, and the impact of women in advancing artificial intelligence.",Leadership Discussion Participation Certificates,2024-02-10 0:00:00,"['roles', 'pandemic', 'field', 'leaders', 'discussion', 'paths', 'leadership',  'intelligence', 'artificial', 'use', 'advancing', 'gain', 'AI', 'leverage', 'way', 'pave', 'ai', 'time', 'featuring', 'end', 'insights', 'women', 'immemorial', 'impact', 'battling', 'injustice', 'panel', 'technology', 'career']","[(0, 0.6530388927479367), (7, 0.3172258109026362)]"
